year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1943-44,20,6,0,10,0,EAHL,11,New York Rovers,16
1947-48,24,4,34,3,0,IHL,13,Toledo Mercurys,7
1948-49,25,4,20,5,0,IHL,12,Toledo Mercurys,9
1949-50,26,1,12,3,0,EHL,8,Toledo Buckeyes,4
