year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2003-04,16,12,49,9,-23,USHL,60,St. Louis Heartland Eagles,21
2004-05,17,1,31,7,0,U-18,26,U.S. National Team Development Program,8
2004-05,17,4,33,3,0,NAHL,16,U.S. National Team Development Program,7
2004-05,17,0,29,1,0,WJ18-A,6,United States,1
2005-06,18,3,32,7,0,CCHA,35,Miami University RedHawks,10
2006-07,19,10,59,15,0,CCHA,40,Miami University RedHawks,25
2007-08,20,25,42,15,0,CCHA,42,Miami University RedHawks,40
2008-09,21,14,58,15,0,CCHA,40,Miami University RedHawks,29
2009-10,22,13,54,10,0,AHL,64,Lake Erie Monsters,23
2010-11,23,12,66,16,-10,AHL,80,Lake Erie Monsters,28
2011-12,24,14,79,11,-2,AHL,76,Lake Erie Monsters,25
2012-13,25,2,49,3,0,Germany,35,Grizzly Adams Wolfsburg,5
