giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,1,0,19,0,0,1,1,0,0,11,TOR,0,0,[],100.0,1,0,1,1,0,0,2002-03,0,11:00,0,0,0,0
0,NHL,69,0,20,0,0,63,27,0,0,759,TOR,0,0,"[{'link': '/awards/voting-2004.html#calder', 'name': 'Calder-15'}]",22.2,14,13,7,14,0,0,2003-04,0,11:00,0,22,1,12
0,NHL,80,5,22,0,0,83,27,0,1,931,TOR,0,0,[],18.1,8,12,5,15,0,4,2005-06,0,11:38,3,50,4,7
0,NHL,82,1,23,0,0,132,39,0,6,1324,TOR,0,0,[],7.6,8,29,3,10,0,1,2006-07,0,16:09,1,44,0,23
41,NHL,82,3,24,678,217,127,33,89,6,1550,TOR,52,47.5,"[{'link': '/awards/voting-2008.html#selke', 'name': 'Selke-65'}]",12.6,13,17,-11,16,614,1,2007-08,47,18:54,2,47,0,11
34,NHL,76,1,25,564,192,114,55,112,6,1287,TOR,43,51.5,[],13.2,9,40,-4,15,598,1,2008-09,46,16:56,5,54,2,32
44,NHL,82,4,26,637,216,132,57,75,8,1551,TOT,40,51.6,[],14.4,12,38,-6,19,680,0,2009-10,41,18:55,7,32,2,28
26,NHL,55,2,26,448,167,99,41,52,6,1033,TOR,29,51.6,[],16.2,9,25,-3,16,478,0,2009-10,29,18:47,7,30,1,18
18,NHL,27,2,26,189,49,33,16,23,2,518,CGY,11,51.7,[],9.1,3,13,-3,3,202,0,2009-10,12,19:11,0,2,1,10
39,NHL,76,0,27,409,148,81,31,66,1,1081,CGY,52,51.6,[],7.4,5,25,1,6,436,1,2010-11,24,14:14,0,32,1,23
21,NHL,61,1,28,308,121,77,18,49,2,794,CGY,28,51.8,[],10.4,8,10,-3,8,331,0,2011-12,33,13:01,0,29,0,8
17,NHL,43,1,29,414,76,44,23,47,0,738,CGY,24,46.2,[],11.4,5,18,7,5,356,0,2012-13,30,17:10,0,26,0,18
40,NHL,63,2,30,569,129,70,33,74,1,1158,CGY,49,48.1,[],20.0,13,19,-13,14,527,1,2013-14,36,18:22,0,42,2,16
30,NHL,59,0,31,307,93,46,17,72,0,708,CGY,33,49.9,"[{'link': '/awards/voting-2015.html#byng', 'name': 'Byng-43'}]",15.2,7,10,7,7,306,0,2014-15,21,12:00,0,28,1,9
34,NHL,80,0,32,415,111,58,17,77,0,1016,CGY,34,47.3,[],10.3,4,11,-4,6,373,2,2015-16,45,12:42,0,52,1,10
22,NHL,81,3,33,383,108,59,23,60,0,1027,CGY,30,50.1,[],10.2,6,17,3,6,385,0,2016-17,39,12:41,0,40,2,15
