assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
27,1,22,30,25:18,3.8,1.0,12,1416,12,RW,4.9,15,FLA,/players/b/burepa01.html,0,56,9,-14,Pavel Bure,9.2,2002,49,1,56,238
22,3,23,23,16:55,3.7,1.4,16,1336,8,LW,5.1,13,FLA,/players/h/huselkr01.html,1,14,6,-4,Kristian Huselius,13.6,2002,45,1,79,169
19,2,14,23,16:31,1.4,1.0,7,1338,6,LW,2.4,12,FLA,/players/n/nilsoma01.html,1,55,6,-14,Marcus Nilson,9.5,2002,33,1,81,147
20,1,11,25,17:09,1.2,1.2,5,1201,4,C,2.5,16,FLA,/players/w/wiemeja01.html,0,178,5,-4,Jason Wiemer,9.6,2002,31,1,70,115
16,5,13,23,14:53,1.7,0.8,11,1042,4,RW,2.5,11,FLA,/players/n/novosiv01.html,1,44,1,-10,Ivan Novoseltsev,11.9,2002,29,1,70,109
19,1,10,29,30:30,3.1,2.1,8,1128,11,D,5.2,8,FLA,/players/o/ozolisa01.html,0,24,2,-3,Sandis Ozolinsh,9.9,2002,29,0,37,101
20,0,9,23,18:05,0.1,1.0,5,1447,4,C,1.1,15,FLA,/players/j/jokinol01.html,1,98,3,-16,Olli Jokinen,5.9,2002,29,1,80,153
22,0,7,33,25:41,1.7,2.9,4,2106,9,D,4.6,12,FLA,/players/s/svehlro01.html,1,87,3,-19,Robert Svehla,5.9,2002,29,0,82,119
18,2,10,22,13:50,1.2,1.0,9,1079,1,RW,2.1,17,FLA,/players/h/hagmani01.html,0,8,0,-6,Niklas Hagman,7.5,2002,28,1,78,134
18,1,9,26,19:54,1.2,0.5,3,995,8,C,1.7,10,FLA,/players/k/kozlovi01.html,0,20,6,-16,Viktor Kozlov,6.3,2002,27,0,50,143
10,1,8,27,18:36,1.2,0.5,6,576,6,RW,1.8,4,FLA,/players/b/bureva01.html,0,12,2,-3,Valeri Bure,8.0,2002,18,0,31,100
15,0,2,22,19:44,0.4,2.3,2,1579,8,D,2.7,6,FLA,/players/f/ferenbr01.html,1,254,0,-13,Brad Ference,3.1,2002,17,0,80,65
8,1,4,27,13:21,0.1,0.5,4,587,1,C,0.7,6,FLA,/players/a/adamske01.html,1,28,0,-3,Kevyn Adams,5.6,2002,12,0,44,71
6,0,5,24,12:26,0.7,0.4,3,385,1,C,1.0,5,FLA,/players/r/ritchby01.html,0,34,2,-2,Byron Ritchie,9.1,2002,11,0,31,55
