shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,16:45,LW,8.9,27,169,15,0,21,0,15,39,Jonathan Huberdeau,6.0,1.9,54,0,38,1323,79,10,4.1,12,/players/h/huberjo01.html
0,16:44,LW,6.0,29,134,6,0,31,0,8,36,Jussi Jokinen,3.5,1.4,44,2,34,1356,81,-2,2.1,7,/players/j/jokinju01.html
0,16:35,C,11.6,14,207,17,0,22,3,24,19,Nick Bjugstad,5.3,1.0,43,7,38,1194,72,-7,4.2,5,/players/b/bjugsni01.html
0,21:49,D,7.1,20,170,6,0,18,4,12,27,Aaron Ekblad,8.5,5.0,39,6,32,1767,81,12,3.5,7,/players/e/ekblaaa01.html
0,15:39,RW,9.3,20,151,9,0,32,4,14,24,Brad Boyes,4.3,1.8,38,5,20,1221,78,11,2.4,4,/players/b/boyesbr01.html
0,17:30,C,13.0,16,123,13,0,19,3,16,20,Aleksander Barkov,3.6,1.2,36,3,16,1242,71,-4,2.4,4,/players/b/barkoal01.html
0,15:09,RW,11.4,9,166,15,0,25,3,19,16,Jimmy Hayes,4.1,1.1,35,4,20,1090,72,-4,3.0,7,/players/h/hayesji01.html
0,23:13,D,2.5,13,118,2,0,35,0,3,24,Brian Campbell,5.6,4.6,27,1,22,1903,82,4,1.0,11,/players/c/campbbr02.html
0,14:46,C,15.4,2,143,15,0,23,4,22,2,Brandon Pirri,4.2,1.1,24,7,14,724,49,6,3.2,0,/players/p/pirribr01.html
1,16:21,C,7.9,12,76,5,0,28,0,6,17,Dave Bolland,2.0,1.1,23,0,48,867,53,4,0.8,5,/players/b/bollada01.html
0,14:00,C,7.9,15,89,6,0,21,0,7,15,Vincent Trocheck,2.5,1.2,22,1,24,700,50,9,1.3,0,/players/t/trochvi01.html
0,21:19,D,3.6,13,83,2,1,24,0,3,19,Dmitry Kulikov,4.3,3.5,22,1,48,1556,73,0,0.9,5,/players/k/kulikdm01.html
0,14:51,LW,6.5,13,107,7,0,30,1,7,14,Tomas Fleischmann,2.4,1.4,21,0,8,772,52,12,1.0,1,/players/f/fleisto01.html
0,14:09,LW,9.5,8,84,8,0,30,2,8,10,Sean Bergenheim,2.1,0.7,18,0,34,552,39,2,1.4,2,/players/b/bergese01.html
0,17:15,RW,12.0,10,50,4,0,42,2,6,12,Jaromir Jagr,2.4,0.7,18,2,6,345,20,7,1.7,2,/players/j/jagrja01.html
0,12:41,LW,8.6,6,93,8,0,31,2,8,7,Scottie Upshall,0.9,0.6,15,0,28,799,63,-8,0.3,1,/players/u/upshasc01.html
0,18:36,D,3.6,5,110,4,0,23,0,4,9,Erik Gudbranson,2.9,2.8,13,0,58,1414,76,-4,0.1,4,/players/g/gudbrer01.html
0,12:27,C,6.9,6,72,4,0,33,0,5,6,Derek MacKenzie,-0.6,0.4,11,1,45,1021,82,-17,-1.1,0,/players/m/mackede01.html
0,21:41,D,3.8,4,78,3,1,37,0,3,5,Willie Mitchell,2.7,3.3,8,0,25,1431,66,1,-0.6,0,/players/m/mitchwi01.html
0,12:54,RW,1.9,6,106,2,0,32,1,2,6,Tomas Kopecky,-1.1,0.1,8,0,28,826,64,-19,-1.2,0,/players/k/kopecto01.html
0,15:54,D,4.5,5,44,2,0,24,0,2,6,Dylan Olsen,1.2,1.0,8,0,20,700,44,-7,0.2,1,/players/o/olsendy01.html
0,9:35,LW,1.9,4,53,1,0,37,0,1,4,Shawn Thornton,-0.6,-0.1,5,0,50,441,46,-13,-0.6,0,/players/t/thornsh01.html
0,17:12,D,7.1,1,28,2,0,26,1,2,2,Steven Kampfer,0.7,0.6,4,0,12,430,25,-4,0.1,1,/players/k/kampfst01.html
0,16:16,D,0.0,3,29,0,0,22,0,0,3,Alex Petrovic,0.5,0.9,3,0,34,537,33,-4,-0.3,0,/players/p/petroal01.html
0,12:37,C,5.6,0,18,1,0,21,0,1,0,Rocco Grimaldi,0.1,0.1,1,0,4,88,7,1,0.0,0,/players/g/grimaro01.html
0,13:29,D,0.0,1,4,0,0,31,0,0,1,Shane O'Brien,-0.1,-0.1,1,0,5,121,9,-4,0.0,0,/players/o/obriesh01.html
0,60:49,G,,0,0,0,0,34,0,0,0,Dan Ellis,1.3,0.0,0,0,0,486,8,0,0.0,0,/players/e/ellisda01.html
0,57:50,G,,0,0,0,0,35,0,0,0,Roberto Luongo,11.8,0.0,0,0,0,3528,61,0,0.0,0,/players/l/luongro01.html
0,48:51,G,,0,0,0,0,29,0,0,0,Al Montoya,1.5,0.0,0,0,2,977,20,0,0.0,0,/players/m/montoal01.html
0,12:58,D,0.0,0,6,0,0,24,0,0,0,Colby Robak,0.0,0.1,0,0,2,91,7,-1,-0.1,0,/players/r/robakco01.html
0,8:51,LW,0.0,0,5,0,0,23,0,0,0,Garrett Wilson,-0.1,-0.1,0,0,0,18,2,-2,0.0,0,/players/w/wilsoga01.html
