league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
WHA,78,0,20,189,83,0,,EDO,"[{'link': '/awards/deneau.html#1975', 'name': None}]",18.5,31,48,2,35,0,1974-75,,4,2,0,0
WHA,80,4,21,184,59,0,,TOT,[],16.3,29,29,0,30,0,1975-76,,1,20,0,0
WHA,44,2,21,96,27,0,,EDO,[],12.5,12,15,5,12,0,1975-76,,0,10,0,0
WHA,36,2,21,88,32,0,,NEW,[],20.5,17,14,-5,18,0,1975-76,,1,10,0,0
WHA,78,4,22,212,82,0,,NEW,[],11.8,19,57,11,25,0,1976-77,,6,10,0,0
WHA,80,0,23,204,71,0,,NEW,[],13.7,23,43,22,28,1,1977-78,,4,46,0,0
WHA,0,0,24,186,72,0,,NEW,[],14.5,25,45,5,27,0,1978-79,,2,31,0,0
NHL,80,0,25,229,105,18,,HAR,"[{'link': '/awards/voting-1980.html#AS', 'name': 'AS-8'}]",19.2,39,61,29,44,2,1979-80,,3,10,0,43
NHL,80,1,26,242,105,21,,HAR,"[{'link': '/awards/voting-1981.html#byng', 'name': 'Byng-15'}]",16.5,26,65,-22,40,4,1980-81,,10,32,5,39
NHL,80,2,27,213,103,29,,NYR,"[{'link': '/awards/voting-1982.html#byng', 'name': 'Byng-15'}]",17.8,31,65,2,38,1,1981-82,,6,43,0,36
NHL,71,5,28,199,76,21,,NYR,"[{'link': '/awards/voting-1983.html#byng', 'name': 'Byng-17'}]",14.6,17,47,-10,29,5,1982-83,,7,28,2,24
NHL,78,2,29,186,61,16,,NYR,[],12.4,14,38,-24,23,3,1983-84,,6,45,1,21
NHL,78,1,30,143,64,12,,NYR,[],18.2,20,38,-25,26,1,1984-85,,5,24,2,24
NHL,17,1,31,26,5,1,,TOT,[],7.7,1,3,0,2,0,1985-86,,1,2,0,2
NHL,9,1,31,20,4,1,,NYR,[],5.0,0,3,2,1,0,1985-86,,1,2,0,2
NHL,8,0,31,6,1,0,,EDM,[],16.7,1,0,-2,1,0,1985-86,,0,0,0,0
