pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Sudbury Wolves,1,0,1,OHL,5,1991-92,18,0
25,Sault Ste. Marie Greyhounds,2,0,4,OHL,15,1992-93,19,2
8,Sault Ste. Marie Greyhounds,1,0,1,M-Cup,4,1992-93,19,0
52,Sault Ste. Marie Greyhounds,1,0,2,OHL,14,1993-94,20,1
69,Dayton Bombers,3,0,3,ECHL,8,1994-95,21,0
33,Dayton Bombers,1,0,1,ECHL,3,1995-96,22,0
17,Springfield Falcons,1,0,1,AHL,2,1997-98,24,0
14,Springfield Falcons,0,0,0,AHL,3,1998-99,25,0
22,Jokerit Helsinki,1,0,5,Finland,11,1999-00,26,4
30,Grand Rapids Griffins,3,0,5,IHL,10,2000-01,27,2
4,San Antonio Rampage,0,3,0,AHL,3,2002-03,29,0
