year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,18,23,12,20,0,CIS,51,Traktor Chelyabinsk,43
1992-93,18,2,2,5,0,EJC-A,6,Russia,7
1993-94,19,61,18,52,0,OHL,66,North Bay Centennials,113
1994-95,20,53,8,52,0,OHL,59,North Bay Centennials,105
1994-95,20,3,2,4,0,WJC-A,7,Russia,7
1997-98,23,23,14,28,33,IHL,59,Long Beach Ice Dogs,51
1998-99,24,7,0,6,0,IHL,16,Milwaukee Admirals,13
2003-04,29,11,14,14,0,Russia,57,Amur Khabarovsk,25
2004-05,30,6,10,7,0,Russia,54,Ak Bars Kazan,13
2005-06,31,2,30,6,0,Russia,47,Avangard Omsk,8
2006-07,32,10,16,16,0,Russia,53,Avangard Omsk,26
2007-08,33,12,16,19,0,Russia,56,Dynamo Moscow,31
2008-09,34,8,12,14,0,KHL,47,Dynamo Moscow,22
2009-10,35,3,14,9,0,KHL,36,Dynamo Moscow,12
2010-11,36,4,16,12,0,KHL,43,Traktor Chelyabinsk,16
