assists,year,games_played,points,goals,team,age,pim,plus_minus,league
18,2007-08,59,30,12,Cedar Rapids RoughRiders,17,41,19,USHL
32,2008-09,57,51,19,Cedar Rapids RoughRiders,18,43,5,USHL
14,2009-10,36,21,7,University of Denver,19,50,0,WCHA
2,2009-10,7,5,3,United States,19,2,6,WJC-A
23,2010-11,42,32,9,University of Denver,20,64,0,WCHA
4,2010-11,6,5,1,Bridgeport Sound Tigers,20,10,1,AHL
35,2011-12,72,45,10,Bridgeport Sound Tigers,21,63,11,AHL
34,2012-13,75,48,14,Bridgeport Sound Tigers,22,112,14,AHL
0,2013-14,7,2,2,USA,23,2,0,WC
14,2013-14,27,21,7,Bridgeport Sound Tigers,23,25,11,AHL
