game_winning_goals,takeaways,plus_minus,shots,faceoff_loses,shorthanded_assists,games_played,assists,faceoff_wins,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,pim,league,shotsPercentage,power_play_assists,hits,faceoff_percentage,blocks,age,total_shots,average_ice_time,awards,points,giveaways,even_strength_goals,total_ice_time,team
0,0,-3,6,0,0,3,0,0,2011-12,0,0,0,0,0,NHL,0.0,0,3,0,4,21,10,18:34,[],0,2,0,56,NYI
0,18,-9,86,0,0,52,14,0,2013-14,9,0,2,1,26,NHL,2.3,5,68,0,72,23,165,18:04,[],16,37,1,940,NYI
0,3,4,12,0,0,12,3,0,2014-15,3,0,0,0,0,NHL,0.0,0,22,0,16,24,38,17:34,[],3,11,0,211,NYI
