shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,360,6,0,1914-15,0,3,3.00,OHA-Jr.,0,18,0,0,3,0,0,17,0,0,0,0,Galt Garrison
0,0,0,0,40,1,0,1922-23,0,1,0.00,OHA-Int.,0,0,0,0,0,0,0,25,0,0,0,0,Galt Terriers
0,0,1,0,730,12,0,1923-24,0,9,2.30,OHA-Sr.,0,28,0,0,2,0,0,26,0,2,0,0,Stratford Indians
0,0,0,0,1230,20,0,1924-25,0,12,3.07,OHA-Sr.,0,63,0,0,8,0,0,27,0,2,0,0,Stratford Indians
0,0,1,0,1280,20,0,1925-26,0,6,3.09,OHA-Sr.,0,66,0,0,13,0,0,28,0,0,0,0,Stratford Indians
0,0,0,0,60,1,0,1925-26,0,1,1.00,MRTHL,0,1,0,0,0,0,0,28,0,0,0,0,Montreal CNR
0,0,0,0,1835,30,0,1926-27,0,19,2.49,Can-Pro,0,76,0,0,11,0,0,29,0,2,0,0,Stratford Nationals
0,0,5,0,2520,41,0,1927-28,0,24,1.21,Can-Pro,0,51,0,0,12,0,0,30,0,11,0,0,Stratford Nationals
0,0,0,0,1860,31,0,1929-30,0,0,1.94,IHL,0,60,0,0,0,0,0,32,0,5,0,0,London Panthers
0,0,3,0,880,14,0,1931-32,0,2,3.68,IHL,0,54,0,0,9,0,0,34,0,0,0,0,Cleveland Indians
0,0,0,0,600,10,0,1932-33,0,0,3.60,IHL,0,36,0,0,0,0,0,35,0,0,0,0,Cleveland Indians
