pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Humboldt Broncos,0,0,0,Cen-Cup,2,1986-87,18,0
14,St. John\'s Maple Leafs,2,0,2,AHL,13,1991-92,23,0
6,Saint John Flames,2,0,4,AHL,7,1993-94,25,2
0,Saint John Flames,2,0,2,AHL,5,1994-95,26,0
26,Cincinnati Cyclones,6,0,11,IHL,17,1995-96,27,5
38,Detroit Vipers,4,0,5,IHL,13,1996-97,28,1
4,Indianapolis Ice,0,0,0,IHL,5,1997-98,29,0
0,Seibu-Tetsudo Tokyo,1,0,1,Japan,3,1998-99,30,0
14,Cincinnati Cyclones,2,0,2,IHL,10,1999-00,31,0
8,Cincinnati Cyclones,1,0,2,IHL,5,2000-01,32,1
