assists,team,goals,year,games_played,points,pim,age,plus_minus,league
10,EV Fussen,6,1979-80,44,16,84,17,0,W.Ger-2
4,West Germany,1,1979-80,5,5,12,17,0,WJC-A
11,EV Fussen,11,1980-81,34,22,84,18,0,W.Ger-2
1,West Germany,0,1980-81,6,1,14,18,0,WEC-A
23,Kolner EC,10,1981-82,43,33,85,19,0,W.German
2,West Germany,1,1981-82,7,3,21,19,0,WJC-A
0,West Germany,0,1981-82,2,0,2,19,0,WEC-A
17,Kolner EC,8,1982-83,35,25,69,20,0,W.German
3,West Germany,1,1982-83,9,4,8,20,0,WEC-A
23,Kolner EC,23,1983-84,50,46,93,21,0,W.German
0,West Germany,2,1983-84,6,2,4,21,0,Olympics
0,West Germany,0,1984-85,3,0,4,22,0,Can-Cup
1,West Germany,2,1984-85,10,3,10,22,0,WEC-A
2,Maine Mariners,5,1985-86,15,7,19,23,0,AHL
3,Maine Mariners,4,1986-87,26,7,51,24,0,AHL
23,Dusseldorfer EG,9,1987-88,34,32,78,25,0,W.German
25,Dusseldorfer EG,17,1988-89,32,42,75,26,0,W.German
1,West Germany,2,1988-89,10,3,8,26,0,WEC-A
29,Dusseldorfer EG,13,1989-90,35,42,67,27,0,W.German
1,West Germany,0,1989-90,10,1,6,27,0,WEC-A
32,Dusseldorfer EG,18,1990-91,44,50,43,28,0,Germany
27,Dusseldorfer EG,8,1991-92,42,35,67,29,0,Germany
1,Germany,0,1991-92,8,1,12,29,0,Olympics
1,Germany,3,1991-92,6,4,26,29,0,WC-A
28,Dusseldorfer EG,11,1992-93,44,39,57,30,0,Germany
1,Germany,0,1992-93,5,1,22,30,0,WC-A
22,Dusseldorfer EG,17,1993-94,44,39,60,31,0,Germany
0,Germany,0,1993-94,6,0,0,31,0,Olympics
19,Dusseldorfer EG,9,1994-95,40,28,54,32,0,Germany
2,Germany,0,1994-95,5,2,2,32,0,WC-A
22,Dusseldorfer EG,9,1995-96,47,31,98,33,0,Germany
