average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,5,0,0,WHA,21,0,23,0,0,1,0,0,0,1973-74,TRT,1,4,[],0,,26
,1,0,0,WHA,23,0,7,-1,3,1,0,0,0,1975-76,TRT,1,0,[],33.3,,5
