even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,1,MTL,0,10,24,0,,NHL,0,0,,1948-49,7,0,,0,1,0
0,2,MTL,0,10,25,0,,NHL,0,0,,1949-50,5,0,,0,2,0
0,5,MTL,0,12,26,0,,NHL,0,0,,1950-51,0,0,,0,5,0
0,3,MTL,0,8,27,0,,NHL,0,0,,1951-52,0,0,,0,3,0
0,5,MTL,0,8,28,0,,NHL,0,0,,1952-53,0,0,SC,0,5,0
0,2,MTL,0,12,29,0,,NHL,0,0,,1953-54,10,0,,0,2,0
0,8,MTL,0,6,30,0,,NHL,0,0,,1954-55,0,0,,0,8,0
0,5,MTL,2,10,31,0,,NHL,0,0,,1955-56,0,0,SC,0,7,0
0,7,MTL,0,10,32,0,,NHL,0,0,,1956-57,0,0,SC,0,7,0
0,9,MTL,2,16,33,0,,NHL,0,0,,1957-58,10,0,SC,0,11,0
0,11,MTL,1,22,34,0,,NHL,0,0,,1958-59,11,0,SC,0,12,0
0,0,MTL,3,6,35,0,,NHL,0,10,,1959-60,8,30.0,SC,0,3,0
0,1,MTL,0,8,36,0,,NHL,0,7,,1960-61,6,0.0,,0,1,-3
0,1,NYR,0,2,37,0,,NHL,0,3,,1961-62,6,0.0,,0,1,1
0,4,STL,0,12,43,0,,NHL,0,8,,1967-68,8,0.0,,0,4,-4
