shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1947-48,32,0,,0,0,0,0,0,4,MTL,4,23,0,NHL,0,,35,8,[],0
0,1948-49,87,0,,0,0,0,0,0,13,MTL,3,24,0,NHL,0,,55,16,[],0
0,1949-50,76,0,,0,0,0,0,0,20,MTL,4,25,0,NHL,0,,70,24,[],0
0,1950-51,93,0,,0,0,0,0,0,24,MTL,5,26,0,NHL,0,,0,29,[],0
0,1951-52,82,0,,0,0,0,0,0,23,MTL,6,27,0,NHL,0,,68,29,"[{'link': '/awards/nhl_all_star.html#1952', 'name': None}]",0
0,1952-53,67,0,,0,0,0,0,0,30,MTL,4,28,0,NHL,0,,69,34,"[{'link': '/awards/nhl_all_star.html#1953', 'name': None}]",0
0,1953-54,110,0,,0,0,0,0,0,29,MTL,8,29,0,NHL,0,,68,37,"[{'link': '/awards/nhl_all_star.html#1954', 'name': None}, {'link': '/awards/voting-1954.html#norris', 'name': 'Norris-2'}]",0
0,1954-55,58,0,,0,0,0,0,0,43,MTL,6,30,0,NHL,0,,70,49,"[{'link': '/awards/nhl_all_star.html#1955', 'name': None}, {'link': '/awards/voting-1955.html#hart', 'name': 'Hart-5'}, {'link': '/awards/norris.html#1955', 'name': None}]",0
0,1955-56,60,0,,0,0,0,0,0,39,MTL,5,31,0,NHL,0,,62,44,"[{'link': '/awards/nhl_all_star.html#1956', 'name': None}, {'link': '/awards/voting-1956.html#hart', 'name': 'Hart-5'}, {'link': '/awards/norris.html#1956', 'name': None}]",0
0,1956-57,92,0,,0,0,0,0,0,44,MTL,6,32,0,NHL,0,,0,50,"[{'link': '/awards/nhl_all_star.html#1957', 'name': None}, {'link': '/awards/voting-1957.html#hart', 'name': 'Hart-5'}, {'link': '/awards/norris.html#1957', 'name': None}]",0
0,1957-58,131,0,,0,0,0,0,0,32,MTL,9,33,0,NHL,0,,68,41,"[{'link': '/awards/nhl_all_star.html#1958', 'name': None}, {'link': '/awards/voting-1958.html#hart', 'name': 'Hart-3'}, {'link': '/awards/norris.html#1958', 'name': None}]",0
0,1958-59,61,0,,0,0,0,0,0,16,MTL,4,34,0,NHL,0,,61,20,"[{'link': '/awards/nhl_all_star.html#1959', 'name': None}, {'link': '/awards/voting-1959.html#norris', 'name': 'Norris-4'}]",0
0,1959-60,45,0,,0,0,0,0,0,21,MTL,6,35,0,NHL,0,,66,27,"[{'link': '/awards/nhl_all_star.html#1960', 'name': None}, {'link': '/awards/norris.html#1960', 'name': None}]",0
0,1960-61,48,0,,0,0,0,0,0,33,MTL,6,36,0,NHL,0,,58,39,"[{'link': '/awards/nhl_all_star.html#1961', 'name': None}, {'link': '/awards/norris.html#1961', 'name': None}]",0
0,1961-62,42,0,,0,0,0,0,0,24,NYR,6,37,0,NHL,0,,69,30,"[{'link': '/awards/nhl_all_star.html#1962', 'name': None}, {'link': '/awards/voting-1962.html#hart', 'name': 'Hart-2'}, {'link': '/awards/norris.html#1962', 'name': None}]",0
0,1962-63,92,0,,0,0,0,0,0,35,NYR,4,38,0,NHL,0,,68,39,[],0
0,1963-64,10,0,,0,0,0,0,0,2,NYR,0,39,0,NHL,0,,14,2,[],0
0,1966-67,0,0,,0,0,0,0,0,0,DET,0,42,0,NHL,0,,2,0,[],0
4.3,1968-69,30,14,,1,46,5,1,11,20,STL,2,44,0,NHL,0,,70,22,[],1
