pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Montreal Jr. Canadiens,12,0,23,QJHL,15,1943-44,17,11
0,Montreal Noordyn,0,0,2,MCHL,4,1943-44,17,2
4,Montreal Jr. Canadiens,6,0,26,QJHL,13,1944-45,18,20
2,Barrie Flyers,1,0,6,OHA-Jr.,3,1945-46,19,5
2,Montreal Jr. Canadiens,6,0,16,QJHL,12,1945-46,19,10
18,Victoriaville Tigers,75,0,115,QPHL,50,1946-47,20,40
8,Victoriaville Tigers,71,0,107,QPHL,50,1947-48,21,36
40,Sherbrooke Red Raiders,38,0,75,QSHL,63,1948-49,22,37
14,Springfield Indians,49,0,76,AHL,67,1949-50,23,27
12,Springfield Indians,48,0,74,AHL,68,1950-51,24,26
10,Syracuse Warriors,43,0,68,AHL,68,1951-52,25,25
16,Syracuse Warriors,53,0,76,AHL,56,1952-53,26,23
12,Syracuse Warriors,29,0,37,AHL,45,1953-54,27,8
12,Montreal Royals,46,0,76,QHL,62,1954-55,28,30
22,Montreal Royals,40,0,65,QHL,58,1955-56,29,25
28,Montreal Royals,35,0,57,QHL,67,1956-57,30,22
14,Montreal Royals,36,0,68,QHL,55,1957-58,31,32
6,Montreal Royals,28,0,44,QHL,57,1958-59,32,16
26,Montreal Royals,30,0,53,EPHL,66,1959-60,33,23
0,Montreal Royals,1,0,1,EPHL,3,1960-61,34,0
