age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0,0,0,0,NHL,2,0,1926-27,0,0,0,,0,0,,NYR,0
23,SC,0,0,1,0,NHL,0,0,1927-28,0,0,2,,0,12,,NYR,3
24,,0,0,0,0,NHL,0,0,1928-29,0,0,0,,0,2,,NYR,0
25,,0,0,0,0,NHL,4,0,1929-30,0,0,3,,0,6,,NYR,3
26,,0,0,2,0,NHL,4,0,1930-31,0,0,0,,0,0,,NYR,2
27,,0,0,2,0,NHL,0,0,1931-32,0,0,0,,0,2,,NYR,2
28,SC,0,0,0,0,NHL,8,0,1932-33,0,0,3,,0,2,,NYR,7
29,,0,0,0,0,NHL,2,0,1933-34,0,0,0,,0,0,,NYR,0
30,,0,0,2,0,NHL,4,0,1934-35,0,0,0,,0,4,,NYR,2
32,,0,0,1,0,NHL,9,0,1936-37,0,0,1,,0,0,,NYR,2
