assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,MoDo HK Ornskoldsvik Jr.,0,1995-96,21,3,20,17,0,Swe-Jr.
2,Sweden,2,1995-96,5,4,10,17,0,EJC-A
8,MoDo HK Ornskoldsvik Jr.,6,1996-97,29,14,34,18,0,Swe-Jr.
2,MoDo HK Ornskoldsvik,1,1996-97,19,3,6,18,0,Sweden
1,MoDo HK Ornskoldsvik,2,1997-98,29,3,26,19,0,Sweden
2,Sweden,3,1997-98,7,5,4,19,0,WJC-A
17,2 Teams,7,1997-98,27,24,10,19,0,Swe-Jr.
11,MoDo HK Ornskoldsvik Jr.,6,1997-98,20,17,0,19,0,Swe-Jr.
6,MIF Redhawks Malmo Jr.,1,1997-98,7,7,10,19,0,Swe-Jr.
5,MoDo HK Ornskoldsvik,6,1998-99,41,11,28,20,0,Sweden
5,MoDo HK Ornskoldsvik,9,1999-00,48,14,36,21,0,Sweden
8,MoDo HK Ornskoldsvik,5,2000-01,46,13,59,22,0,Sweden
9,MODO Hockey Ornskoldsvik,7,2001-02,39,16,20,23,0,Sweden
1,Sweden,2,2001-02,9,3,4,23,10,WC-A
14,MODO Hockey Ornskoldsvik,8,2002-03,46,22,32,24,0,Sweden
19,St. John\'s Maple Leafs,5,2003-04,62,24,52,25,7,AHL
4,MODO Hockey Ornskoldsvik,3,2004-05,31,7,28,26,0,Sweden
13,Adler Mannheim,8,2005-06,50,21,52,27,0,Germany
5,HC Ambri-Piotta,2,2006-07,20,7,26,28,0,Swiss
7,MODO Hockey Ornskoldsvik,0,2006-07,31,7,30,28,0,Sweden
9,MODO Hockey Ornskoldsvik,6,2007-08,55,15,72,29,0,Sweden
4,MODO Hockey Ornskoldsvik,4,2008-09,53,8,62,30,0,Sweden
13,Sodertalje SK,7,2009-10,48,20,48,31,0,Sweden
2,Sodertalje SK,1,2009-10,9,3,6,31,0,Sweden-Q
7,Sodertalje SK,2,2010-11,55,9,34,32,0,Sweden
1,Timra IK,0,2011-12,23,1,10,33,0,Sweden
