giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,82,2,21,0,0,51,6,0,0,898,CHI,0,0,[],7.8,4,2,-17,4,0,0,2003-04,0,10:57,0,142,0,2
0,NHL,39,0,23,0,0,28,5,0,1,431,MDA,0,0,[],14.3,4,1,-3,4,0,0,2005-06,0,11:03,0,72,0,0
0,NHL,82,0,24,0,0,124,21,0,0,1214,ANA,0,0,[],8.9,11,10,-4,11,0,0,2006-07,0,14:48,0,101,1,9
23,NHL,77,1,25,17,159,98,8,154,0,1219,ANA,19,32.0,"[{'link': '/awards/voting-2008.html#selke', 'name': 'Selke-23'}]",3.1,2,5,-10,3,8,1,2007-08,28,15:50,0,81,0,5
19,NHL,82,2,26,14,170,101,16,171,0,1229,TOT,15,22.2,"[{'link': '/awards/voting-2009.html#selke', 'name': 'Selke-50'}]",6.9,4,9,-18,7,4,3,2008-09,42,14:59,0,91,0,9
11,NHL,63,1,26,5,124,77,11,120,0,938,ANA,11,28.6,"[{'link': '/awards/voting-2009.html#selke', 'name': 'Selke-50'}]",5.2,2,7,-17,4,2,2,2008-09,30,14:53,0,77,0,7
8,NHL,19,1,26,9,46,24,5,51,0,292,SJS,4,18.2,"[{'link': '/awards/voting-2009.html#selke', 'name': 'Selke-50'}]",12.5,2,2,-1,3,2,1,2008-09,12,15:21,0,14,0,2
20,NHL,81,0,27,9,176,107,19,161,0,1214,MTL,27,25.0,[],7.5,5,11,-2,8,3,2,2009-10,51,15:00,1,57,0,11
7,NHL,79,0,28,14,137,99,16,129,0,1042,MTL,15,36.4,[],6.1,5,10,-4,6,8,1,2010-11,42,13:11,0,96,0,10
13,NHL,48,0,29,7,82,45,16,75,0,754,MTL,13,41.7,[],20.0,8,7,-3,9,5,1,2011-12,41,15:43,0,41,0,7
11,NHL,45,0,30,6,66,32,6,82,0,524,MTL,2,40.0,[],6.3,2,4,-4,2,4,0,2012-13,22,11:39,0,32,0,4
11,NHL,65,0,31,1,103,56,12,92,0,749,MTL,15,87.5,[],3.6,2,10,2,2,7,0,2013-14,54,11:32,0,49,1,9
7,NHL,44,0,32,4,55,34,9,62,0,413,TOT,7,0.0,[],8.8,3,6,0,3,0,0,2014-15,24,9:23,0,18,0,6
1,NHL,10,0,32,2,12,9,0,16,0,105,MTL,3,0.0,[],0.0,0,0,0,0,0,0,2014-15,12,10:30,0,4,0,0
6,NHL,34,0,32,2,43,25,9,46,0,308,DAL,4,0.0,[],12.0,3,6,0,3,0,0,2014-15,12,9:03,0,14,0,6
4,NHL,23,0,33,1,17,12,2,30,0,188,DAL,4,80.0,[],0.0,0,2,-3,0,4,0,2015-16,13,8:12,0,21,1,1
