shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,1078,18,0,1993-94,0,10,2.95,QAHA,0,53,0,0,1,0,0,14,0,0,0,0,Ste-Foy Gouverneurs
0,0,1,0,120,2,0,1994-95,0,1,4.00,QAAA,0,8,0,0,0,0,0,15,0,0,0,0,Ste-Foy Gouverneurs
0,0,1,0,1629,32,0,1995-96,0,18,3.06,QAAA,0,83,0,0,10,0,0,16,0,2,0,0,Ste-Foy Gouverneurs
0,0,2,0,2062,39,0,1996-97,0,6,5.53,QMJHL,0,190,0,0,25,0,0,17,0,0,0,0,Moncton Wildcats
1795,0,6,1621,3401,59,0,1997-98,0,24,3.07,QMJHL,0,174,0,0,26,0,.903,18,0,1,0,0,Moncton Wildcats
1110,0,2,989,2163,40,0,1998-99,0,19,3.36,QMJHL,0,121,0,0,17,0,.891,19,0,1,0,0,Moncton Wildcats
28,0,0,25,59,1,0,1998-99,0,0,3.05,AHL,0,3,0,0,1,0,.893,19,0,0,0,0,Albany River Rats
430,0,0,381,676,14,0,1999-00,0,4,4.35,ECHL,0,49,0,0,7,0,.886,20,0,0,0,0,Augusta Lynx
776,0,2,714,1326,26,0,1999-00,0,9,2.81,AHL,0,62,0,0,11,0,.920,20,0,0,0,0,Albany River Rats
1644,0,3,1503,2963,55,1,2000-01,0,24,2.86,AHL,0,141,0,0,23,0,.914,21,10,1,1,0,Albany River Rats
584,0,2,527,1001,18,0,2001-02,0,3,3.42,AHL,0,57,0,0,11,0,.902,22,0,0,0,0,Albany River Rats
1145,0,4,1035,2260,41,3,2002-03,0,17,2.92,AHL,0,110,0,0,19,0,.904,23,0,0,3,0,2 Teams
887,0,4,800,1669,31,3,2002-03,0,12,3.13,AHL,0,87,0,0,14,0,.902,23,0,0,3,0,Cincinnati Mighty Ducks
258,0,0,235,591,10,0,2002-03,0,5,2.34,AHL,0,23,0,0,5,0,.911,23,0,0,0,0,Saint John Flames
876,0,4,799,2010,35,0,2003-04,0,19,2.30,AHL,0,77,0,0,11,0,.912,24,0,2,0,0,Hamilton Bulldogs
0,0,0,0,2326,39,0,2004-05,0,27,2.86,QNAHL,0,111,0,0,8,0,0,25,0,0,0,0,Quebec RadioX
