shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,842,14,0,1993-94,0,10,3.56,QAHA,0,50,0,0,4,0,0,14,0,0,0,0,Ste-Foy Gouverneurs
0,0,0,0,595,10,0,1997-98,0,5,2.82,QMJHL,0,28,0,0,5,0,0,18,0,0,0,0,Moncton Wildcats
97,0,0,85,200,4,0,1998-99,0,0,3.60,QMJHL,0,12,0,0,4,0,.876,19,0,0,0,0,Moncton Wildcats
39,0,0,35,62,2,0,1999-00,0,0,3.87,AHL,0,4,0,0,1,0,.897,20,0,0,0,0,Albany River Rats
287,0,0,262,592,10,0,2003-04,0,4,2.53,AHL,0,25,0,0,6,0,.913,24,0,1,0,0,Hamilton Bulldogs
