assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,IF Bjorkloven Umea,0,1977-78,9,2,12,16,0,Sweden-2
3,IF Bjorkloven Umea,2,1978-79,24,5,23,17,0,Sweden
8,IF Bjorkloven Umea,3,1979-80,21,11,28,18,0,Sweden
7,IF Bjorkloven Umea,1,1980-81,27,8,21,19,0,Sweden
4,Sweden,3,1980-81,5,7,6,19,0,WJC-A
11,IF Bjorkloven Umea,7,1981-82,35,18,40,20,0,Sweden
0,Sweden,0,1981-82,7,0,0,20,0,WEC-A
12,IF Bjorkloven Umea,6,1982-83,34,18,64,21,0,Sweden
3,Sweden,0,1982-83,7,3,4,21,0,WEC-A
7,Vastra Frolunda HC Goteborg,8,1983-84,27,15,10,22,0,Sweden
5,Fredericton Express,0,1984-85,34,5,6,23,0,AHL
17,IF Bjorkloven Umea,4,1985-86,31,21,50,24,0,Sweden
15,IF Bjorkloven Umea,3,1986-87,28,18,36,25,0,Sweden
14,IF Bjorkloven Umea,5,1987-88,35,19,42,26,0,Sweden
15,IF Bjorkloven Umea,8,1988-89,33,23,44,27,0,Sweden
39,IF Bjorkloven Umea,7,1989-90,30,46,48,28,0,Sweden-2
36,IF Bjorkloven Umea,11,1990-91,34,47,36,29,0,Sweden-2
28,IF Bjorkloven Umea,13,1991-92,34,41,60,30,0,Sweden-2
