power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,2,0,NHL,1918-19,22,2,OTS,,0,9,0,0,0,,,0,0
0,0,3,0,NHL,1920-21,24,0,OTS,,0,10,0,0,0,,SC,0,0
0,0,0,0,NHL,1921-22,25,0,OTS,,0,4,0,0,0,,,0,0
0,0,1,0,NHL,1922-23,26,0,OTS,,1,2,0,0,0,,SC,0,0
0,0,1,0,NHL,1923-24,27,0,OTS,,0,4,0,0,0,,,0,0
0,2,0,0,NHL,1925-26,29,0,OTS,,0,10,0,0,0,,,0,0
0,6,0,0,NHL,1926-27,30,0,OTS,,0,0,0,0,0,,SC,0,0
0,2,0,0,NHL,1927-28,31,0,OTS,,0,4,0,0,0,,,0,0
0,3,0,0,NHL,1929-30,33,0,MTM,,0,2,0,0,0,,,0,0
0,2,1,0,NHL,1931-32,35,0,CBH,,1,0,0,0,0,,,0,0
