average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,17,0,0,NHL,21,0,46,0,0,0,0,0,0,1917-18,OTS,9,8,[],0,,21
,5,0,0,NHL,22,0,29,0,0,0,0,0,0,1918-19,OTS,3,2,[],0,,17
,17,0,0,NHL,23,0,55,0,0,0,0,0,0,1919-20,OTS,9,8,[],0,,22
,19,0,0,NHL,24,0,53,0,0,0,0,0,0,1920-21,OTS,11,8,[],0,,23
,25,0,0,NHL,25,0,12,0,0,0,0,0,0,1921-22,OTS,13,12,[],0,,23
,23,0,0,NHL,26,0,58,0,0,0,0,0,0,1922-23,OTS,14,9,[],0,,0
,23,0,0,NHL,27,0,38,0,0,0,0,0,0,1923-24,OTS,13,0,[],0,,21
,20,0,0,NHL,28,0,0,0,0,0,0,0,0,1924-25,OTS,15,5,[],0,,28
,12,0,0,NHL,29,0,64,0,0,0,0,0,0,1925-26,OTS,8,4,[],0,,0
,11,0,0,NHL,30,0,115,0,0,0,0,0,0,1926-27,OTS,8,3,[],0,,40
,12,0,0,NHL,31,0,78,0,0,0,0,0,0,1927-28,OTS,7,5,[],0,,43
,6,0,0,NHL,32,0,70,0,0,0,0,0,0,1928-29,TOT,4,2,[],0,,41
,4,0,0,NHL,32,0,60,0,0,0,0,0,0,1928-29,OTS,3,1,[],0,,29
,2,0,0,NHL,32,0,10,0,0,0,0,0,0,1928-29,MTM,1,1,[],0,,12
,8,0,0,NHL,33,0,50,0,0,0,0,0,0,1929-30,MTM,2,6,[],0,,37
,0,0,0,NHL,34,0,25,0,0,0,0,0,0,1930-31,MTM,0,0,[],0,,30
,6,0,0,NHL,35,0,50,0,0,0,0,0,0,1931-32,CBH,1,5,[],0,,43
