pim,team,assists,plus_minus,points,league,games_played,year,age,goals
101,Kitchener Rangers,22,0,32,OHA-Jr.,59,1972-73,18,10
150,Kitchener Rangers,44,0,61,OHA-Jr.,70,1973-74,19,17
148,Nova Scotia Voyageurs,20,0,27,AHL,58,1974-75,20,7
49,Nova Scotia Voyageurs,24,0,36,AHL,33,1975-76,21,12
8,United States,0,0,0,Can-Cup,5,1976-77,22,0
39,New Haven Nighthawks,9,0,12,AHL,33,1981-82,27,3
25,Tulsa Oilers,4,0,5,CHL,28,1983-84,29,1
6,Los Angeles Jets,2,0,4,SoCalSr.,4,1992-93,38,2
