average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,20,0,6,-4,7,0,0,0,0,1974-75,MTL,0,0,[],0.0,,12
,4,0,0,NHL,21,3,25,12,22,1,0,0,0,1975-76,MTL,1,3,[],4.5,,16
,7,1,0,NHL,22,4,59,27,42,3,0,0,0,1976-77,MTL,3,4,[],7.1,,43
,16,1,0,NHL,23,12,64,16,75,4,0,0,0,1977-78,MTL,4,12,[],5.3,,68
,16,1,0,NHL,24,11,29,14,81,5,0,0,0,1978-79,MTL,5,11,[],6.2,,62
,12,0,0,NHL,25,7,35,6,65,5,0,0,0,1979-80,MTL,5,7,[],7.7,,66
,7,1,0,NHL,26,2,32,-4,42,1,0,0,4,1980-81,TOT,1,6,[],2.4,,35
,0,0,0,NHL,26,0,4,-5,10,0,0,0,0,1980-81,MTL,0,0,[],0.0,,14
,7,1,0,NHL,26,2,28,1,32,1,0,0,4,1980-81,LAK,1,6,[],3.1,,21
,10,0,0,NHL,27,8,56,-11,32,1,1,0,0,1981-82,LAK,2,8,[],6.3,,33
,12,0,0,NHL,28,7,68,-12,53,5,0,0,0,1982-83,TOT,5,7,[],9.4,,57
,8,0,0,NHL,28,5,31,-14,32,3,0,0,0,1982-83,LAK,3,5,[],9.4,,31
,4,0,0,NHL,28,2,37,2,21,2,0,0,0,1982-83,NYR,2,2,[],9.5,,26
,8,0,0,NHL,29,6,25,2,23,2,0,0,0,1983-84,TOT,2,6,[],8.7,,28
,0,0,0,NHL,29,0,4,-3,0,0,0,0,0,1983-84,NYR,0,0,[],0,,4
,8,0,0,NHL,29,6,21,5,23,2,0,0,0,1983-84,EDM,2,6,[],8.7,,24
