goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0,0,WHA,17,INR,900,24,0,110,0,64,0,-5.64,0,0,0,0,0,0,0,.864,1977-78,470,4.27,0,[],406
0,0,WHA,27,TOT,1310,25,0,111,1,84,0,-8.36,0,2,0,1,0,0,0,.868,1978-79,635,3.85,4,[],551
0,0,WHA,5,INR,242,25,0,0,0,13,0,0,0,1,0,0,0,0,0,.915,1978-79,153,3.22,2,[],140
0,0,WHA,22,EDO,1068,25,0,124,1,71,0,-13.58,0,1,0,1,0,0,0,.853,1978-79,482,3.99,2,[],411
2.9,0,NHL,34,EDM,1711,26,13,0,1,120,0,0,5,1,9,1,0,0,0,0,1979-80,0,4.21,4,[],0
6.2,0,NHL,43,EDM,2393,27,15,0,5,155,0,0,9,0,16,5,0,0,0,0,1980-81,0,3.89,6,[],0
4.8,0,NHL,25,NYR,1500,28,6,0,0,89,0,0,5,0,13,0,0,0,0,0,1981-82,0,3.56,4,[],0
7.5,0,NHL,41,NYR,2365,29,18,0,3,136,0,0,6,2,16,3,0,0,0,0,1982-83,0,3.45,8,[],0
2.9,0,NHL,24,DET,1295,30,11,111,1,95,0,-9.35,3,1,7,1,0,0,0,.860,1983-84,677,4.40,6,[],582
0.6,0,NHL,7,DET,376,31,3,0,0,27,0,0,2,0,1,0,0,0,0,.845,1984-85,174,4.31,2,[],147
0.5,0,NHL,18,DET,788,32,7,146,1,83,0,-26.05,0,0,2,1,0,0,0,.817,1985-86,453,6.32,17,[],370
