assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1957-58,2,0,0,St. Michael\'s Majors,17,2,0,OHA-Jr.
25,1958-59,48,49,24,St. Michael\'s Majors,18,58,0,OHA-Jr.
22,1959-60,38,38,16,St. Michael\'s Majors,19,23,0,OHA-Jr.
33,1960-61,46,77,44,St. Michael\'s Majors,20,77,0,OHA-Jr.
40,1961-62,70,65,25,Rochester Americans,21,31,0,AHL
10,1962-63,11,13,3,Sudbury Wolves,22,10,0,EPHL
18,1962-63,55,26,8,Rochester Americans,22,12,0,AHL
30,1963-64,68,45,15,Denver Invaders,23,30,0,WHL
20,1964-65,42,32,12,Hershey Bears,24,10,0,AHL
21,1965-66,41,35,14,Hershey Bears,25,49,0,AHL
0,1966-67,2,1,1,Hershey Bears,26,0,0,AHL
