game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0,0,0,0,22,,1,0,1988-89,0,0,0,0,WSH,,0,,NHL
0,31.8,-2,44,0,23,,15,3,1989-90,17,1,14,5,WSH,,23,,NHL
0,4.5,-4,22,1,24,,11,1,1990-91,2,0,1,0,WSH,,7,,NHL
1,11.1,-1,9,0,25,,7,0,1991-92,1,0,1,1,WSH,,2,,NHL
0,0.0,0,1,0,26,,2,0,1992-93,0,0,0,0,WIN,,0,,NHL
0,0.0,1,8,0,29,,2,2,1995-96,2,0,0,0,PHI,,2,,NHL
0,10.0,2,10,0,30,,13,0,1996-97,1,1,1,0,PHI,,2,,NHL
0,0.0,-1,3,0,31,,2,0,1997-98,0,0,0,0,PHI,,2,,NHL
