assists,year,games_played,points,goals,team,age,pim,plus_minus,league
18,1983-84,40,33,15,Peterborough Legionnaires,17,69,0,Minor-ON
0,1983-84,1,0,0,Peterborough Petes,17,0,0,OHL
14,1984-85,54,26,12,Peterborough Petes,18,90,0,OHL
24,1985-86,49,46,22,Peterborough Petes,19,84,0,OHL
9,1986-87,77,22,13,Binghamton Whalers,20,131,0,AHL
29,1987-88,68,61,32,Binghamton Whalers,21,82,0,AHL
11,1988-89,16,13,2,Baltimore Skipjacks,22,10,0,AHL
0,1989-90,2,0,0,Washington Capitals,23,2,0,Fr-Tour
16,1989-90,26,31,15,Baltimore Skipjacks,23,38,0,AHL
6,1993-94,8,11,5,Phoenix Roadrunners,27,9,0,IHL
28,1997-98,39,49,21,Philadelphia Phantoms,31,45,10,AHL
7,1998-99,36,22,15,Hannover Scorpions,32,34,0,Germany
0,1999-00,12,2,2,Augsburger Panther,33,47,0,Germany
