game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
1,7,59,0,48,7,1988-89,7,0,8,0,,NHL,13.6,0,22,62,[],15,8,,WSH
1,-3,66,0,45,3,1989-90,3,0,8,1,,NHL,12.1,0,23,52,[],11,7,,WSH
4,4,209,1,80,36,1990-91,24,1,22,7,,NHL,10.5,11,24,46,[],58,14,,WSH
3,14,129,0,67,18,1991-92,17,0,19,1,,NHL,14.7,1,25,39,[],37,18,,WSH
0,-4,60,0,50,14,1992-93,14,0,6,0,,NHL,10.0,0,26,37,[],20,6,,WIN
0,16,104,0,55,17,1993-94,17,1,14,1,,NHL,13.5,0,27,50,[],31,12,,LAK
1,-3,75,0,43,5,1994-95,4,0,15,3,,NHL,20.0,1,28,20,[],20,12,,LAK
0,-20,128,1,77,16,1995-96,11,0,13,0,,NHL,10.2,4,29,27,[],29,13,,TOT
0,-26,103,1,64,12,1995-96,8,0,9,0,,NHL,8.7,3,29,14,[],21,9,,LAK
0,6,25,0,13,4,1995-96,3,0,4,0,,NHL,16.0,1,29,13,[],8,4,,PHI
0,-5,73,0,43,8,1996-97,8,0,7,1,,NHL,9.6,0,30,12,[],15,6,,PHI
0,0,18,0,23,2,1997-98,2,0,1,0,,NHL,5.6,0,31,2,[],3,1,,PHI
