year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1926-27,18,9,4,3,0,NOHA,4,North Bay Trappers,12
1928-29,20,1,4,0,0,Can-Pro,3,Kitchener Flying Dutchmen,1
1929-30,21,0,0,0,0,IHL,2,London Panthers,0
1932-33,24,0,2,1,0,AHA,4,St. Louis Flyers,1
1933-34,25,3,6,1,0,AHA,7,St. Louis Flyers,4
1934-35,26,4,11,3,0,AHA,6,St. Louis Flyers,7
1935-36,27,5,8,1,0,AHA,8,St. Louis Flyers,6
1937-38,29,3,2,0,0,AHA,7,St. Louis Flyers,3
1938-39,30,1,2,3,0,AHA,8,Tulsa Oilers,4
1942-43,34,1,2,0,0,AHL,2,Pittsburgh Hornets,1
1947-48,39,8,2,7,0,NBHL,6,North Bay Black Hawks,15
1947-48,39,3,0,5,0,Al-Cup,5,North Bay Black Hawks,8
