power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,17,1,0,NHL,1999-00,24,0,COL,5:06,1,6,1,0,8,87,,0.0,0
0,5,0,0,NHL,2002-03,27,0,COL,5:25,0,4,1,0,4,27,,0.0,0
