age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,12.5,1,0,-2,NHL,4,0,1982-83,0,8,1,,0,26,,WSH,1
19,,4.8,0,8,2,NHL,8,0,1983-84,0,21,1,,1,21,,WSH,9
20,,0.0,0,1,-4,NHL,5,0,1984-85,0,11,0,,0,20,,WSH,1
21,,17.6,1,8,9,NHL,9,0,1985-86,2,17,3,,2,12,,WSH,11
22,,0.0,0,5,4,NHL,7,0,1986-87,0,19,0,,0,19,,WSH,5
23,,2.4,1,11,-1,NHL,13,0,1987-88,0,42,1,,0,46,,WSH,12
24,,6.3,1,4,-2,NHL,6,0,1988-89,0,16,1,,0,11,,WSH,5
25,,5.7,1,7,-1,NHL,15,0,1989-90,0,35,2,,1,25,,WSH,9
26,,0.0,0,3,8,NHL,13,0,1990-91,0,17,0,,0,36,,STL,3
27,,22.2,0,1,-5,NHL,7,0,1991-92,1,9,2,,2,29,,NJD,3
28,,9.5,1,2,-2,NHL,5,0,1992-93,0,21,2,,1,10,,NJD,4
29,,3.6,0,9,-1,NHL,20,0,1993-94,1,56,2,,2,42,,NJD,11
30,SC,1.9,1,7,10,NHL,0,0,1994-95,1,54,1,,0,24,,NJD,8
32,,0.0,0,4,-2,NHL,10,0,1996-97,0,27,0,,0,2,,NJD,4
33,,9.1,1,0,4,NHL,6,0,1997-98,0,11,1,,0,8,,NJD,1
34,,14.3,0,1,-2,NHL,7,0,1998-99,0,14,2,24:28,2,10,171,NJD,3
35,SC,10.3,3,8,0,NHL,0,0,1999-00,2,29,3,25:25,0,6,585,NJD,11
36,,2.9,1,7,3,NHL,0,0,2000-01,0,34,1,22:37,0,37,565,NJD,8
37,,0.0,0,0,5,NHL,6,0,2001-02,0,7,0,22:14,0,4,133,NJD,0
38,SC,9.1,2,6,0,NHL,0,0,2002-03,1,33,3,24:44,1,14,594,NJD,9
