year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2011-12,15,44,10,43,0,T1EHL U16,40,Cleveland Barons U16,87
2012-13,16,10,12,12,-27,USHL,38,USNTDP Juniors,22
2012-13,16,4,6,6,0,WHC-17,6,USA U17,10
2012-13,16,20,20,27,0,USDP,56,U.S. National U17 Team,47
2013-14,17,3,4,7,6,WJC-18,7,USA U18,10
2013-14,17,29,23,57,0,USDP,58,U.S. National U18 Team,86
2013-14,17,14,21,25,21,USHL,25,USNTDP Juniors,39
2014-15,18,2,2,2,2,WJC-20,5,USA U20,4
2014-15,18,0,0,5,-7,AHL,10,Springfield Falcons,5
2014-15,18,22,24,46,-17,OHL,50,Plymouth Whalers,68
2015-16,19,1,2,7,9,WJC-20,7,USA U20,8
2015-16,19,14,22,17,12,AHL,54,Lake Erie Monsters,31
2016-17,20,18,24,29,-5,AHL,63,Cleveland Monsters,47
