even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,MNS,0,4,20,0,,NHL,0,6,,1970-71,7,0.0,,0,0,-3
0,0,MNS,0,0,21,0,,NHL,0,2,,1971-72,1,0.0,,0,0,1
0,2,MNS,0,4,22,0,,NHL,0,14,,1972-73,6,0.0,,0,2,-1
