assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Fredericton Red Wings,1,1964-65,3,2,8,14,0,NBAHA
18,Halifax Jr. Canadiens,9,1966-67,17,27,10,16,0,MJrHL
18,Halifax Jr. Canadians,9,1966-67,17,27,10,16,0,M-Cup
4,Fredericton Jr. Red Wings,2,1967-68,6,6,16,17,0,NBJHL
7,Fredericton Jr. Red Wings,0,1967-68,5,7,11,17,0,SNBHL
4,Fredericton Red Wings,6,1967-68,6,10,2,17,0,M-Cup
3,Halifax Jr. Canadians,2,1967-68,3,5,2,17,0,M-Cup
3,Hamilton Red Wings,2,1968-69,5,5,6,18,0,OHA-Jr.
2,Cleveland Barons,1,1971-72,6,3,34,21,1,AHL
3,Kansas City Blues,1,1976-77,10,4,2,26,0,CHL
0,Philadelphia Firebirds,1,1977-78,4,1,2,27,0,AHL
