power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,6,0,NHL,1958-59,20,0,TOR,,6,0,0,0,0,,,0,0
0,0,5,0,NHL,1959-60,21,2,TOR,,3,16,1,0,19,,,10.5,0
0,5,0,0,NHL,1960-61,22,0,TOR,,0,4,-2,0,3,,,0.0,0
0,8,2,0,NHL,1961-62,23,0,TOR,,2,22,0,0,12,,SC,0.0,0
0,10,1,0,NHL,1962-63,24,0,TOR,,1,12,5,0,15,,SC,0.0,0
0,12,1,0,NHL,1963-64,25,0,TOR,,1,30,5,0,20,,SC,0.0,0
0,6,3,0,NHL,1964-65,26,1,TOR,,2,12,7,0,10,,,10.0,0
0,4,0,0,NHL,1969-70,31,0,DET,,0,2,1,0,9,,,0.0,0
0,5,2,0,NHL,1970-71,32,0,STL,,2,8,-1,0,10,,,0.0,0
0,12,4,0,WHA,1973-74,35,0,TRT,,4,11,0,0,0,,,0,0
