average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,13,0,0,NHL,28,0,27,0,0,0,0,0,0,1918-19,OTS,7,6,[],0,,0
,21,0,0,NHL,29,0,85,0,0,0,0,0,0,1919-20,OTS,16,5,[],0,,21
,8,0,0,NHL,30,0,31,0,0,0,0,0,0,1920-21,TRS,3,5,[],0,,13
,26,0,0,NHL,31,0,0,0,0,0,0,0,0,1921-22,MTL,17,9,[],0,,0
,17,0,0,NHL,32,0,34,0,0,0,0,0,0,1922-23,MTL,9,8,[],0,,0
,12,0,0,NHL,33,0,45,0,0,0,0,0,0,1923-24,MTL,8,4,"[{'link': '/awards/voting-1924.html#hart', 'name': 'Hart-2'}]",0,,23
,18,0,0,NHL,34,0,89,0,0,0,0,0,0,1924-25,MTL,8,10,[],0,,27
,11,0,0,NHL,35,0,49,0,0,0,0,0,0,1925-26,BOS,6,5,"[{'link': '/awards/voting-1926.html#hart', 'name': 'Hart-2'}]",0,,28
,8,0,0,NHL,36,0,84,0,0,0,0,0,0,1926-27,BOS,7,1,[],0,,44
,4,0,0,NHL,37,0,14,0,0,0,0,0,0,1927-28,BOS,2,2,[],0,,37
