average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,9,1,0,NHL,21,3,31,-9,48,1,1,1,3,1979-80,MNS,2,7,[],4.2,,37
,27,1,0,NHL,22,9,56,9,82,4,1,1,12,1980-81,MNS,5,22,"[{'link': '/awards/voting-1981.html#AS', 'name': 'AS-25'}, {'link': '/awards/voting-1981.html#norris', 'name': 'Norris-21'}]",6.1,,67
,15,1,0,NHL,23,9,87,15,65,3,0,3,0,1981-82,MNS,3,12,[],4.6,,74
,23,0,0,NHL,24,19,70,11,78,2,0,1,1,1982-83,MNS,2,21,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-24'}]",2.6,,76
,28,0,0,NHL,25,14,59,2,78,4,2,1,7,1983-84,MNS,6,22,[],7.7,,70
,30,0,0,NHL,26,18,49,3,98,2,3,0,7,1984-85,MNS,5,25,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-18'}]",5.1,,77
,27,1,0,NHL,27,18,30,19,59,6,0,1,2,1985-86,MNS,6,21,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-16'}]",10.2,,69
,22,0,0,NHL,28,18,54,5,57,2,0,0,2,1986-87,TOT,2,20,[],3.5,,72
,3,0,0,NHL,28,3,4,2,5,0,0,0,0,1986-87,MNS,0,3,[],0.0,,11
,19,0,0,NHL,28,15,50,3,52,2,0,0,2,1986-87,NYR,2,17,[],3.8,,61
,13,0,0,NHL,29,7,76,-33,72,1,0,0,5,1987-88,TOT,1,12,[],1.4,,72
,0,0,0,NHL,29,0,10,-5,12,0,0,0,0,1987-88,NYR,0,0,[],0.0,,13
,13,0,0,NHL,29,7,66,-28,60,1,0,0,5,1987-88,MNS,1,12,[],1.7,,59
,15,0,1,NHL,30,8,77,2,64,4,0,1,1,1988-89,MNS,5,10,[],7.8,,76
,13,0,0,NHL,31,12,48,3,55,1,0,0,0,1989-90,MNS,1,12,[],1.8,,74
,14,0,0,NHL,32,9,48,3,53,4,0,0,1,1990-91,MNS,4,10,[],7.5,,70
,2,0,0,NHL,33,1,8,-3,4,1,0,0,0,1991-92,STL,1,1,[],25.0,,13
,4,0,0,NHL,34,2,40,-2,23,0,0,0,2,1992-93,STL,0,4,[],0.0,,48
