shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,goalie_point_share,pim,awards,shutouts,points,bad_start,team
4,0,0,4,25,1,0,2001-02,0,0,0.00,NHL,0,0,0,0,0,0,1.000,26,0.1,0,[],0,0,0,STL
34,0,0,33,83,2,0,2002-03,0,2,0.72,NHL,0,1,0,0,0,0,.971,27,0.4,0,[],0,0,0,STL
291,0,2,262,629,13,0,2003-04,0,4,2.77,NHL,0,29,0,0,4,0,.900,28,1.4,2,[],0,0,0,STL
231,0,1,194,475,12,0,2005-06,0,0,4.67,NHL,0,37,0,0,5,0,.840,30,-0.1,0,[],0,0,0,STL
