shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,won,bad_start,team
0,0,0,0,13,1,0,1965-66,0,0,0.00,NHL,0,0,0,0,0,0,0,24,0,0,0,,0,CBH
0,0,0,0,120,2,0,1972-73,0,0,4.50,NHL,0,9,0,0,2,0,0,31,0,0,0,,0,BUF
0,0,0,0,180,3,0,1975-76,0,0,5.00,WHA,0,15,0,0,0,0,0,34,0,0,0,,0,EDO
0,0,0,0,91,2,0,1977-78,0,0,3.96,WHA,0,6,0,0,0,0,0,36,0,0,0,,0,EDO
0,0,0,0,687,13,1,1978-79,0,0,3.67,WHA,0,42,0,0,0,0,0,37,0,0,1,,0,EDO
