shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,2880,48,0,1958-59,0,0,3.54,ON-Jr.B,0,170,0,0,0,0,0,17,0,3,0,0,Aurora Bears
0,0,1,0,720,12,0,1959-60,0,5,3.25,OHA-Jr.,0,39,0,0,6,0,0,18,0,1,0,0,St. Michael\'s Majors
0,0,0,0,1080,18,0,1960-61,0,0,3.67,OHA-Jr.,0,66,0,0,0,0,0,19,0,1,0,0,St. Michael\'s Majors
0,0,6,0,1880,32,0,1961-62,0,17,3.16,OHA-Jr.,0,99,0,0,8,0,0,20,0,3,0,0,Toronto Marlboros
0,0,0,0,20,1,0,1961-62,0,0,6.00,AHL,0,2,0,0,0,0,0,20,0,0,0,0,Rochester Americans
0,0,0,0,2400,40,0,1962-63,0,0,4.35,OHA-Sr.,0,174,0,0,0,0,0,21,0,2,0,0,Galt Terriers
0,0,0,0,2340,39,0,1963-64,0,0,3.62,OHA-Sr.,0,141,0,0,0,0,0,22,0,0,0,0,Galt Terriers
0,0,0,0,2040,35,0,1964-65,0,0,3.12,OHA-Sr.,0,106,0,0,0,0,0,23,0,1,0,0,Galt Hornets
0,0,0,0,240,4,0,1964-65,0,4,1.50,AHL,0,6,0,0,0,0,0,23,0,1,0,0,Buffalo Bisons
0,0,14,0,2880,48,0,1966-67,0,17,3.29,CPHL,0,158,0,0,17,0,0,25,0,2,0,0,St. Louis Braves
0,0,0,0,120,2,0,1969-70,0,0,3.00,CHL,0,6,0,0,2,0,0,28,0,0,0,0,Dallas Black Hawks
0,0,0,0,364,8,0,1970-71,0,1,5.60,WHL,0,34,0,0,6,0,0,29,0,0,0,0,Salt Lake Golden Eagles
