shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
14.4,1975-76,121,0,,0,97,0,0,-7,16,MFS,14,20,0,WHA,0,,51,30,[],0
0.0,1975-76,2,0,,0,1,0,0,0,0,PHI,0,20,0,NHL,0,,1,0,[],0
18.9,1976-77,201,10,,0,74,2,14,10,12,PHI,14,21,2,NHL,0,,59,26,[],0
17.6,1977-78,190,13,,0,91,5,14,23,18,PHI,16,22,1,NHL,0,,62,34,[],2
15.6,1978-79,168,7,,0,122,3,15,2,10,PHI,19,23,3,NHL,0,,57,29,[],4
19.6,1979-80,267,28,,0,153,7,21,35,35,PHI,30,24,3,NHL,0,,74,65,[],9
13.8,1980-81,306,27,,0,159,10,19,12,37,PHI,22,25,2,NHL,0,,77,59,"[{'link': '/awards/voting-1981.html#selke', 'name': 'Selke-15'}]",3
12.7,1981-82,183,17,,1,71,4,5,10,22,PHI,9,26,3,NHL,0,,41,31,[],4
15.6,1982-83,178,21,,0,122,3,16,18,24,PHI,19,27,2,NHL,0,,77,43,[],3
12.0,1983-84,151,18,,0,92,0,10,-1,18,TOT,11,28,1,NHL,0,,63,29,[],1
12.0,1983-84,105,13,,0,75,0,8,1,13,PHI,9,28,1,NHL,0,,52,22,[],1
11.8,1983-84,46,5,,0,17,0,2,-2,5,MNS,2,28,0,NHL,0,,11,7,[],0
30.8,1984-85,38,3,,0,13,0,2,-4,3,MNS,4,29,0,NHL,0,,16,7,[],2
