won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
SC,0,NHL,3,NYI,92,20,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1980-81,0,3.91,0,0
SC,0,NHL,3,NYI,64,21,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1981-82,0,4.69,0,0
SC,0,NHL,5,NYI,238,22,2,0,0,10,0,0,0,0,2,0,0,0,0,0,1982-83,0,0,0,0
,0,NHL,6,NYI,87,23,1,0,0,5,0,0,0,0,0,0,0,0,0,.844,1983-84,32,3.45,2,27
,0,NHL,5,LAK,260,26,4,154,0,24,0,-8.37,0,0,1,0,0,0,0,.844,1986-87,154,5.54,4,130
,0,NHL,1,LAK,60,27,1,0,0,9,0,0,0,0,0,0,0,0,0,.820,1987-88,50,9.00,0,41
