goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
2.2,0,NHL,11,NYI,620,20,1,0,0,32,0,0,1,0,8,0,0,0,0,0,1980-81,0,3.10,4,[],0
7.6,0,NHL,36,NYI,2115,21,7,0,0,114,0,0,6,0,22,0,0,0,0,0,1981-82,0,3.23,14,[],0
10.2,0,NHL,44,NYI,2460,22,12,0,3,109,0,0,5,1,24,3,0,0,0,0,1982-83,0,2.66,22,"[{'link': '/awards/nhl_all_star.html#1983', 'name': None}, {'link': '/awards/jennings.html#1983', 'name': None}, {'link': '/awards/voting-1983.html#vezina', 'name': 'Vezina-2'}]",0
8.4,0,NHL,37,NYI,2019,23,11,0,2,110,0,0,2,0,20,2,0,0,0,0,1983-84,1129,3.27,10,"[{'link': '/awards/voting-1984.html#vezina', 'name': 'Vezina-10'}]",1019
4.0,0,NHL,28,TOT,1567,24,13,107,0,113,0,-7.14,3,0,8,0,0,0,0,.866,1984-85,844,4.33,9,[],731
1.2,0,NHL,8,NYI,425,24,3,0,0,35,0,0,0,0,3,0,0,0,0,.864,1984-85,257,4.94,0,[],222
2.8,0,NHL,20,MNS,1142,24,10,106,0,78,0,-4.38,3,0,5,0,0,0,0,.867,1984-85,587,4.10,9,[],509
3.9,0,NHL,28,TOT,1571,25,17,107,1,111,0,-6.78,3,0,6,1,0,0,0,.866,1985-86,829,4.24,8,[],718
0.8,0,NHL,6,MNS,325,25,1,0,0,24,0,0,2,0,2,0,0,0,0,.863,1985-86,175,4.43,0,[],151
3.1,0,NHL,22,LAK,1246,25,16,106,1,87,0,-4.78,1,0,4,1,0,0,0,.867,1985-86,654,4.19,8,[],567
7.9,0,NHL,46,LAK,2734,26,21,99,6,168,0,2.34,6,1,18,6,0,0,0,.882,1986-87,1420,3.69,22,[],1252
5.5,0,NHL,47,LAK,2676,27,20,116,0,195,0,-26.89,7,2,17,0,0,0,0,.861,1987-88,1399,4.37,16,[],1204
0.1,0,NHL,4,LAK,178,28,1,0,0,19,0,0,0,0,1,0,0,0,0,.826,1988-89,109,6.40,4,[],90
-0.1,0,NHL,1,NJD,20,30,0,0,0,2,0,0,0,0,0,0,0,0,0,.714,1990-91,7,6.00,0,[],5
1.0,0,NHL,9,MTL,492,31,3,0,0,22,0,0,0,2,5,0,0,0,0,.887,1991-92,195,2.68,0,[],173
