year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1950-51,17,5,0,4,0,MJHL,6,Brandon Wheat Kings,9
1951-52,18,2,10,13,0,QJHL,15,Quebec Citadelles,15
1952-53,19,6,4,2,0,QJHL,9,Quebec Citadelles,8
1952-53,19,3,0,5,0,M-Cup,8,Quebec Citadelles,8
1953-54,20,0,2,1,0,WHL,6,Saskatoon Quakers,1
1956-57,23,0,10,3,0,WHL,13,New Westminster Royals,3
1957-58,24,2,15,2,0,WHL,9,Seattle Totems,4
1958-59,25,1,2,2,0,EOHL,6,Cornwall Chevies,3
1959-60,26,6,0,8,0,IHL,13,St. Paul Saints,14
1960-61,27,6,19,13,0,IHL,13,St. Paul Saints,19
1961-62,28,1,13,3,0,IHL,5,Minneapolis Millers,4
1962-63,29,6,14,11,0,Al-Cup,15,Winnipeg Maroons,17
1963-64,30,9,6,13,0,Al-Cup,13,Winnipeg Maroons,22
