year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1950-51,17,27,18,30,0,MJHL,36,Brandon Wheat Kings,57
1951-52,18,24,54,35,0,QJHL,50,Quebec Citadelles,59
1952-53,19,13,109,24,0,QJHL,46,Quebec Citadelles,37
1953-54,20,14,38,27,0,WHL,70,Saskatoon Quakers,41
1954-55,21,12,31,25,0,WHL,57,Saskatoon Quakers,37
1955-56,22,16,38,38,0,WHL,67,Brandon Regals,54
1956-57,23,7,71,32,0,WHL,70,New Westminster Royals,39
1957-58,24,5,61,23,0,WHL,67,Seattle Totems,28
1958-59,25,1,0,6,0,WHL,9,Saskatoon Quakers,7
1958-59,25,2,8,8,0,QHL,14,Quebec Aces,10
1958-59,25,5,6,13,0,EOHL,18,Cornwall Chevies,18
1959-60,26,38,57,80,0,IHL,68,St. Paul Saints,118
1960-61,27,34,39,53,0,IHL,72,St. Paul Saints,87
1961-62,28,24,8,61,0,IHL,62,Minneapolis Millers,85
1962-63,29,3,0,12,0,SSHL,10,Winnipeg Maroons,15
1963-64,30,12,14,15,0,SSHL,16,Winnipeg Maroons,27
1964-65,31,2,0,3,0,SSHL,6,Winnipeg Maroons,5
