year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2009-10,15,3,8,4,0,TV-Pucken,7,Norrbotten,7
2010-11,16,0,0,0,0,SuperElit,1,Skellefte\xc3\xa5 AIK J20,0
2010-11,16,13,54,12,0,J18 Elit,21,Skellefte\xc3\xa5 AIK J18,25
2010-11,16,6,46,4,0,J18 Allsvens,17,Skellefte\xc3\xa5 AIK J18,10
2011-12,17,13,78,23,30,J18 Elit,22,Skellefte\xc3\xa5 AIK J18,36
2011-12,17,8,51,9,7,J18 Allsvens,17,Skellefte\xc3\xa5 AIK J18,17
2011-12,17,1,0,0,1,SuperElit,2,Skellefte\xc3\xa5 AIK J20,1
2012-13,18,3,0,3,5,Internationa,4,Sweden U19 (all),6
2012-13,18,17,48,16,13,SuperElit,38,Skellefte\xc3\xa5 AIK J20,33
2012-13,18,1,8,0,2,SHL,14,Skellefte\xc3\xa5 AIK,1
2012-13,18,1,6,1,3,Internationa,6,Sweden U20 (all),2
2013-14,19,5,4,0,2,Internationa,15,Sweden U20 (all),5
2013-14,19,2,4,0,1,WJC-20,7,Sweden U20,2
2013-14,19,6,16,10,6,SHL,51,Skellefte\xc3\xa5 AIK,16
2014-15,20,0,0,0,0,AHL,0,Wilkes-Barre/Scranton Penguins,0
2014-15,20,0,2,1,1,Internationa,1,Sweden (all),1
2014-15,20,0,2,1,1,EHT,1,Sweden,1
2014-15,20,9,34,10,15,SHL,41,Skellefte\xc3\xa5 AIK,19
2014-15,20,5,10,4,7,Champions HL,10,Skellefte\xc3\xa5 AIK,9
2015-16,21,5,30,12,-3,AHL,45,Wilkes-Barre/Scranton Penguins,17
2016-17,22,20,52,26,12,AHL,63,Wilkes-Barre/Scranton Penguins,46
