average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,22,1,0,NHL,22,9,59,-14,131,3,2,0,8,1973-74,STL,5,17,[],3.8,,74
,28,1,0,NHL,23,11,84,-30,83,1,1,0,15,1974-75,TOT,2,26,[],2.4,,60
,6,0,0,NHL,23,4,24,-20,27,0,0,0,2,1974-75,KCS,0,6,[],0.0,,21
,22,1,0,NHL,23,7,60,-10,56,1,1,0,13,1974-75,DET,2,20,[],3.6,,39
,2,0,0,NHL,24,1,25,-10,9,1,0,0,0,1975-76,DET,1,1,[],11.1,,10
,0,0,0,NHL,25,0,2,0,7,0,0,0,0,1976-77,DET,0,0,[],0.0,,2
,3,0,0,NHL,26,1,4,-5,10,0,0,0,2,1977-78,DET,0,3,[],0.0,,5
,27,1,0,NHL,27,21,111,-25,107,5,0,0,1,1978-79,STL,5,22,[],4.7,,73
,7,0,0,NHL,28,5,48,-2,69,2,0,0,0,1979-80,TOT,2,5,[],2.9,,50
,0,0,0,NHL,28,0,4,-3,6,0,0,0,0,1979-80,STL,0,0,[],0.0,,3
,7,0,0,NHL,28,5,44,1,63,2,0,0,0,1979-80,HAR,2,5,[],3.2,,47
